gene_symbol	ACD	ACN	ALO
MAP3K11	120.061	111.670	54.290
MAP3K12	75.944	73.054	80.280
MAP3K13	52.259	92.662	39.543
MAP3K14	125.767	74.169	59.620
MAP3K15	12.267	11.857	19.560
MAP3K2	251.898	139.533	166.577
MAP3K3	156.378	180.357	106.427
MAP3K4	406.711	306.031	94.800
MAP3K5	247.306	253.402	89.540
MAP3K6	128.496	122.586	87.307
MAP3K7	231.606	146.952	132.180
MAP3K8	132.150	112.913	87.580
MAP3K9	45.094	75.271	51.810
MAP4	532.771	595.210	758.769
MAP4K1	103.589	62.286	50.973
MAP4K2	37.611	35.052	88.320
MAP4K3	126.267	157.892	208.900
MAP4K4	179.987	232.403	199.620
MAP4K5	153.689	187.337	271.880
MAP6	44.200	42.237	38.245
MAP6D1	62.772	61.821	33.850
MAP7	151.363	259.751	212.173
MAP7D1	468.078	510.485	348.860
MAP7D2	19.400	35.320	16.380
MAP7D3	42.415	57.101	45.407
MAP9	19.669	31.130	16.830
MAPK1	387.303	385.312	305.591
MAPK10	38.811	46.757	20.840
MAPK11	62.796	72.421	63.313
MAPK12	88.267	56.291	49.280
MAPK13	381.833	359.604	364.400
MAPK14	169.856	230.259	215.095
MAPK15	41.789	33.848	38.190
MAPK1IP1L	727.117	763.961	635.200
MAPK3	256.189	217.982	188.600
MAPK4	17.311	16.106	34.587
MAPK6	1043.122	1245.582	408.040
MAPK7	108.594	115.634	102.000
MAPK8	80.451	93.490	130.320
MAPK8IP1	28.944	30.987	73.740
MAPK8IP2	61.856	56.623	40.930
MAPK8IP3	78.115	61.226	93.490
MAPK9	180.793	181.805	108.133
MAPKAP1	119.153	141.973	97.785
MAPKAPK2	239.526	208.211	189.560
MAPKAPK3	418.317	382.232	479.010
MAPKAPK5	115.522	165.522	101.340
MAPKBP1	147.267	154.099	68.810
MAPKSP1	356.506	489.667	170.270
MAPRE1	875.944	759.420	514.930
MAPRE2	197.696	190.190	144.620
MAPRE3	48.028	41.905	79.790
MAPT	59.833	78.113	57.172
MARCH1	53.147	87.096	26.880
MARCH10	18.756	16.840	50.860
MARCH11	20.611	23.305	23.960
MARCH2	143.156	345.320	148.620
MARCH3	79.550	275.846	159.850
MARCH4	29.811	33.560	33.420
MARCH5	131.194	229.544	151.010
MARCH6	371.107	305.461	393.427
MARCH7	272.558	377.535	227.332
MARCH8	84.726	108.130	96.847
MARCH9	60.317	58.450	31.890
MARCKS	779.907	1026.694	1845.856
MARCKSL1	315.378	719.965	292.700
MARCO	77.433	287.294	98.340
MARK1	34.385	35.624	23.607
MARK2	69.711	95.263	65.440
MARK3	200.970	130.646	109.807
MARK4	257.794	330.623	264.490
MARS	372.670	297.793	374.753
MARS2	36.589	55.941	47.320
MARVELD1	198.872	230.128	223.780
MARVELD2	77.961	138.993	167.810
MARVELD3	35.430	48.015	38.407
MAS1	18.967	21.194	11.620
MAS1L	18.589	18.984	22.340
MASP1	50.929	60.745	39.272
MASP2	39.233	31.571	61.673
MAST1	28.411	31.352	46.640
MAST2	90.525	100.108	93.260
MAST3	155.744	127.510	231.260
MAST4	368.217	394.639	202.970
MASTL	39.144	41.237	40.020
MAT1A	51.467	51.069	36.020
MAT2A	1148.822	731.535	981.830
MAT2B	428.678	584.215	351.200
MATK	80.767	80.659	73.140
MATN1	29.967	32.644	37.790
MATN2	510.033	503.931	353.160
MATN3	8.222	8.712	9.140
MATN4	51.811	98.628	91.000
MATR3	867.124	810.091	644.731
MATR3 /// SNHG4	61.300	53.581	70.300
MAU2	129.900	198.161	163.112
MAVS	193.128	201.149	99.325
MAX	338.238	341.451	796.024
MAZ	188.486	157.045	379.265
MB	45.544	55.468	59.680
MBD1	167.858	170.947	160.968
MBD2	362.067	436.025	328.655
MBD3	329.644	319.251	131.230
MBD3L1	14.433	14.500	20.490
MBD3L2	19.100	15.427	22.080
MBD4	333.881	296.916	158.475
MBD5	30.789	42.859	20.633
MBD6	238.552	83.470	226.460
MBIP	43.811	44.401	85.140
MBL1P	19.744	21.546	24.240
MBL2	9.500	9.009	10.480
MBLAC1	99.500	101.799	104.260
MBLAC2	49.489	95.763	48.090
MBNL1	849.581	548.537	308.282
MBNL2	301.020	239.510	371.124
MBNL3	120.085	144.445	55.133
MBOAT1	87.411	167.565	83.060
MBOAT2	176.628	294.579	235.280
MBOAT7	133.300	146.482	80.550
MBP	221.994	191.239	98.380
MBTD1	85.100	118.892	67.027
MBTPS1	288.722	275.036	170.750
MBTPS2	119.485	168.691	36.033
MC1R	70.078	64.787	57.760
MC2R	29.000	26.516	17.170
MC3R	18.767	16.617	14.920
MC4R	17.578	15.914	11.080
MC5R	21.011	43.025	30.740
MCAM	340.151	501.880	217.876
MCART1	45.739	65.908	63.210
MCART6	10.972	9.928	9.490
MCAT	110.344	194.245	126.440
MCC	187.089	299.424	255.300
MCCC1	394.122	607.272	223.840
MCCC2	115.431	170.575	103.620
MCEE	224.822	422.949	136.920
MCF2	13.256	13.200	12.895
MCF2L	81.779	74.891	75.122
MCF2L2	7.978	7.269	7.100
MCFD2	186.692	216.872	224.165
MCHR1	28.293	34.289	31.353
MCHR2	26.878	20.727	14.980
MCL1	730.035	756.067	1727.227
MCM10	22.615	29.798	23.173
MCM2	240.400	191.621	106.160
MCM3	400.333	302.912	184.240
MCM3AP	123.364	85.520	154.440
MCM3AP-AS	20.411	15.159	19.020
MCM4	135.264	149.354	180.010
MCM5	216.617	171.631	95.270
MCM6	345.033	246.596	127.400
MCM7	380.444	242.564	147.190
MCM8	35.106	30.416	45.570
MCM9	23.233	59.027	18.470
MCOLN1	187.389	214.237	186.320
MCOLN2	98.372	64.955	39.650
MCOLN3	55.386	58.110	17.535
MCPH1	29.504	41.042	30.784
MCRS1	147.389	151.217	104.220
MCTP1	58.570	65.378	30.853
MCTP2	32.291	33.806	28.824
MCTS1	184.167	263.282	91.407
MDC1	110.406	82.439	101.100
MDFI	66.989	72.405	61.520
MDFIC	146.183	212.096	79.690
MDGA1	53.937	43.778	64.247
MDGA2	9.317	8.698	8.410
MDH1	1082.322	1337.176	345.090
MDH1B	21.311	20.279	17.810
MDH2	1036.628	1649.172	873.940
MDK	61.133	92.395	151.020
MDM1	37.683	40.011	20.520
MDM2	47.946	53.552	149.584
MDM4	385.600	200.698	182.809
MDN1	108.689	71.664	79.573
MDP1	136.411	199.885	165.020
MDS2	23.122	22.752	20.700
ME1	232.707	906.365	413.620
ME2	298.870	226.831	119.333
ME3	68.311	78.710	39.910
MEA1	792.856	924.918	885.400
MEAF6	210.839	255.143	155.610
MECOM	30.844	46.998	21.284
MECP2	107.274	106.939	128.120
MECR	107.911	183.496	77.860
MED1	253.206	229.991	209.530
MED10	306.711	319.802	179.260
MED11	204.511	223.615	232.280
MED12	113.406	114.775	126.170
MED12L	19.194	17.413	16.280
MED13	461.986	358.743	313.205
MED13L	283.209	321.010	314.588
MED14	145.169	166.531	77.288
MED15	241.489	225.694	106.400
MED16	127.351	138.653	159.036
MED17	107.559	104.103	48.073
MED18	35.422	104.742	22.570
MED19	319.578	313.407	205.560
MED20	87.800	102.698	68.080
MED21	133.561	297.681	249.020
MED22	85.144	101.442	70.960
MED23	111.597	116.298	64.585
MED24	184.167	214.228	84.980
MED25	112.330	140.463	101.700
MED26	105.144	127.660	89.527
MED27	152.637	167.070	74.627
MED28	207.673	312.187	271.520
MED29	137.244	259.003	177.220
MED30	74.981	174.767	79.207
MED31	125.704	196.680	95.393
MED4	185.339	333.799	109.750
MED6	140.589	116.326	58.685
MED7	96.130	164.733	105.400
MED8	209.307	241.628	191.200
MED9	82.944	97.613	112.900
MEF2A	245.144	263.039	231.720
MEF2C	217.652	287.313	104.520
MEF2D	98.619	88.173	175.713
MEFV	30.056	32.920	36.840
MEG3	49.146	40.221	63.027
MEGF10	25.874	28.268	24.073
MEGF11	34.437	25.955	45.893
MEGF6	137.839	148.351	168.800
MEGF8	94.739	106.706	140.470
MEGF9	222.083	461.379	440.200
MEI1	61.385	48.493	29.527
MEIG1	24.178	26.693	15.060
MEIS1	54.133	49.765	39.100
MEIS2	167.411	232.081	112.420
MEIS3	76.022	73.914	68.110
MEIS3P1	125.244	191.161	701.160
MELK	94.622	161.345	38.940
MEN1	113.700	179.213	132.560
MEOX1	137.300	136.567	99.960
MEOX2	39.061	59.934	45.120
MEP1A	13.544	16.715	13.600
MEP1B	16.578	17.048	23.120
MEPCE	326.611	337.219	125.640
MEPE	43.811	32.693	20.980
MERTK	28.526	44.985	41.807
MESDC1	173.778	321.495	105.600
MESDC2	213.551	364.104	243.080
MESP1	53.093	54.443	51.753
MESP2	59.778	57.018	57.520
MEST	204.389	451.263	127.420
MET	108.997	116.631	55.610
METAP1	392.200	407.355	349.760
METAP1D	24.481	20.980	36.730
METAP2	436.281	419.318	458.313
METRN	64.050	82.933	154.770
METRNL	841.778	780.614	159.060
METT10D	181.030	200.576	113.273
METT11D1	330.575	215.696	95.825
METT5D1	19.776	24.092	22.360
METTL1	152.222	157.174	35.640
METTL10	52.311	66.550	70.520
METTL11A	154.150	183.770	131.370
METTL12	45.467	50.439	30.100
METTL12 /// SNORA57	12.333	11.300	10.400
METTL13	151.352	156.209	64.607
METTL14	265.533	202.037	138.130
METTL2A /// METTL2B	166.522	279.216	113.590
METTL2B	26.511	51.611	24.960
METTL3	283.178	180.299	246.267
METTL4	39.061	54.797	21.440
METTL5	457.156	422.079	397.550
METTL6	24.739	31.339	26.765
METTL7A	556.330	916.321	1009.473
METTL7B	30.900	78.390	32.400
METTL8	127.144	128.964	78.340
METTL9	702.778	769.568	447.980
MEX3A	66.333	51.986	41.147
MEX3B	17.167	25.033	26.980
MEX3C	103.856	106.556	131.204
MEX3D	44.333	86.255	95.113
MFAP1	344.644	554.339	220.660
MFAP2	223.033	425.524	111.060
MFAP3	119.481	155.404	96.387
MFAP3L	68.442	172.682	123.300
MFAP4	488.989	697.038	923.100
MFAP5	740.933	640.675	270.380
MFF	309.272	424.010	218.535
MFGE8	102.000	84.477	197.993
MFHAS1	415.950	433.612	242.340
MFI2	60.086	110.786	118.135
MFN1	165.122	197.563	88.360
MFN2	223.356	198.759	228.887
MFNG	87.115	72.813	60.807
MFSD1	1457.300	1593.833	751.820
MFSD10	212.200	197.109	242.360
MFSD11	452.333	321.077	438.540
MFSD2A	149.172	75.779	112.990
MFSD3	32.672	44.046	66.020
MFSD4	42.753	43.249	48.395
MFSD5	316.556	501.163	283.040
MFSD6	303.289	585.679	385.170
MFSD6L	57.167	69.011	69.140
MFSD7	41.222	52.880	49.340
MFSD8	91.456	86.492	59.520
MFSD9	21.200	30.979	20.410
MGA	100.539	106.575	223.520
MGAM	13.111	19.960	16.880
MGAT1	435.322	435.772	247.740
MGAT2	247.496	360.296	134.073
MGAT3	58.928	60.106	103.770
MGAT4A	71.564	64.335	46.030
MGAT4B	364.000	359.683	145.330
MGAT4C	8.500	7.785	6.880
MGAT5	21.189	28.593	50.400
MGAT5B	50.406	39.609	78.120
MGC10814	54.456	41.892	101.840
MGC11082	15.772	17.732	17.380
MGC12488	26.278	14.946	17.760
MGC12916	29.496	22.551	27.573
MGC12982	29.022	27.211	30.740
MGC13053	12.933	17.708	10.460
MGC14436	13.644	12.968	41.540
MGC15705	13.400	13.519	15.160
MGC15885	26.033	21.842	18.180
MGC16025	10.333	9.343	10.100
MGC16075	12.200	12.905	10.200
MGC16121	33.578	26.773	32.420
MGC16121 /// MIR503	70.589	69.897	63.820
MGC16142	13.611	12.709	9.940
MGC16275	29.694	38.217	64.390
MGC16384	24.333	19.153	23.840
MGC16703	29.900	32.087	13.420
MGC20647	26.256	23.176	31.100
MGC21881	177.994	173.757	82.030
MGC23270	37.078	33.388	26.880
MGC23284	28.078	28.551	35.480
MGC24103	112.711	27.679	14.100
MGC27345	160.144	139.781	111.620
MGC27382	7.878	7.554	7.800
MGC2752	155.467	131.798	105.367
MGC2848	18.911	16.690	15.240
MGC2889	14.789	14.827	11.660
MGC29506	59.922	51.139	42.080
MGC34034	12.928	13.169	8.110
MGC34796	55.267	52.699	53.020
MGC34800	15.533	15.552	18.440
MGC3771	18.444	18.447	19.360
MGC39372	23.889	25.416	21.720
MGC39545	8.167	7.475	7.520
MGC39584	24.244	20.247	17.050
MGC40069	13.128	12.133	9.870
MGC42105	25.044	27.459	19.780
MGC42157	11.189	10.546	58.160
MGC4294	30.089	26.344	26.780
MGC44328	48.056	44.842	127.260
MGC4473	14.889	13.871	13.180
MGC45800	23.994	25.501	15.570
MGC45922	70.144	46.116	53.120
MGC4859	9.322	8.969	7.620
MGC50722	30.711	35.015	79.640
MGC5590	11.750	11.417	10.770
MGC57346	40.167	60.115	53.180
MGC70870	32.278	49.635	54.940
MGC87042	30.411	67.213	76.280
MGEA5	407.860	210.309	444.240
MGLL	377.356	658.207	222.130
MGMT	188.967	169.278	128.540
MGP	1096.317	1377.033	989.040
MGRN1	281.656	379.978	118.320
MGST1	1053.331	2666.862	1647.050
MGST2	733.056	1119.500	989.340
MGST3	734.872	1049.047	760.110
MIA	105.367	105.526	214.140
MIA2	10.611	10.163	10.880
MIA3	134.285	91.150	147.247
MIAT	105.547	52.365	36.495
MIB1	133.152	180.224	110.793
MIB2	63.704	83.657	85.604
MICA	127.933	121.124	104.840
MICA /// MICB	157.022	82.144	55.320
MICAL1	327.622	207.743	260.740
MICAL2	143.547	196.995	109.675
MICAL3	44.411	42.021	46.620
MICALCL	81.044	55.543	90.940
MICALL1	255.500	416.992	334.900
MICALL2	95.937	63.076	54.500
MICB	67.278	87.464	16.580
MID1	117.678	108.428	81.140
MID1IP1	182.033	417.896	93.100
MID2	87.117	153.647	92.750
MIDN	260.228	294.940	124.840
MIER1	74.774	112.987	161.060
MIER2	74.015	68.530	40.273
MIER3	57.469	42.966	69.456
MIF	2791.233	2480.700	525.220
MIF4GD	341.772	287.795	264.190
MIIP	184.033	149.891	136.880
MINA	182.571	216.428	249.296
MINK1	421.033	506.355	180.260
MINPP1	75.778	255.491	105.000
MIOS	239.967	237.193	126.833
MIOX	25.500	22.863	15.060
MIP	19.811	19.781	18.360
MIPEP	225.628	190.502	68.760
MIPOL1	12.392	16.658	14.790
MIR101-1	58.111	35.973	51.300
MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA /// PTMAP5	3263.311	3079.793	2652.020
MIR155HG	67.289	25.745	12.980
MIR17HG	30.639	14.147	16.180
MIR186 /// ZRANB2	11.778	11.312	21.320
MIR21	903.311	402.251	136.580
MIR21 /// TMEM49	990.833	1011.615	516.600
MIR214	49.278	50.822	27.000
MIR30C2	23.789	15.918	11.700
MIR4296	12.189	13.766	13.080
MIR622	13.767	11.850	29.640
MIR770	103.744	76.675	137.420
MIRLET7D	101.833	60.835	52.960
MIS12	242.511	239.469	78.520
MITD1	262.011	275.732	160.200
MITF	267.289	323.100	147.053
MIXL1	23.522	21.412	34.780
MKI67	65.436	65.716	64.940
MKI67IP	290.015	386.775	235.000
MKKS	313.733	490.026	383.450
MKL1	46.922	51.444	91.936
MKL2	181.022	202.089	176.975
MKLN1	129.420	86.782	113.330
MKNK1	223.674	237.232	62.133
MKNK2	1436.639	1791.220	1072.690
MKRN1	449.278	444.394	696.360
MKRN2	110.370	160.878	154.713
MKRN3	16.278	14.266	14.060
MKS1	53.783	63.982	45.260
MKX	11.956	11.650	16.880
MLANA	97.067	224.851	184.520
MLC1	22.500	24.683	31.080
MLEC	470.361	716.793	379.810
MLF1	70.689	91.834	45.980
MLF1IP	181.400	192.055	83.473
MLF2	417.533	533.442	361.660
MLH1	604.700	549.743	77.920
MLH3	72.741	71.472	51.220
MLKL	214.422	146.580	34.560
MLL	129.669	91.959	139.260
MLL2	113.761	108.705	266.967
MLL3	254.309	188.206	214.070
MLL4	77.963	55.789	95.080
MLL5	880.344	673.966	770.607
MLLT1	221.578	228.917	113.480
MLLT10	93.904	72.617	119.182
MLLT11	65.144	230.211	90.940
MLLT3	40.130	53.917	39.607
MLLT4	26.398	23.867	122.683
MLLT6	220.259	186.013	122.200
MLN	41.522	39.227	38.060
MLNR	10.500	9.995	10.100
MLPH	182.733	199.049	109.160
MLST8	133.833	195.921	112.880
MLX	238.444	216.685	146.856
MLXIP	142.664	172.171	136.130
MLXIPL	95.122	75.383	59.580
MLYCD	93.422	112.136	64.980
MMAA	49.136	52.601	39.112
MMAB	91.474	133.158	104.727
MMACHC	33.967	57.944	47.760
MMADHC	1895.144	2619.399	1162.000
MMD	255.900	395.192	257.890
MMD2	32.100	27.195	29.440
MME	71.400	139.697	68.790
MMEL1	38.100	34.968	76.820
MMGT1	600.833	784.717	279.440
MMP1	201.322	1758.811	10.080
MMP10	21.033	113.820	17.080
MMP11	49.760	54.312	61.004
MMP12	1551.011	475.973	157.280
MMP13	19.133	27.780	11.880
MMP14	187.247	297.940	87.035
MMP15	37.956	47.610	67.610
MMP16	18.047	22.560	23.104
MMP17	52.933	57.262	69.540
MMP19	102.383	133.029	72.200
MMP2	745.522	1188.987	390.893
MMP20	9.622	8.807	10.260
MMP21	9.822	9.669	9.620
MMP23A /// MMP23B	31.756	46.622	70.300
MMP24	86.525	117.834	123.345
MMP25	59.744	54.305	33.870
MMP26	20.833	18.165	16.800
MMP27	91.633	196.726	25.680
MMP28	136.571	119.489	77.780
MMP3	34.900	871.242	14.460
MMP7	182.100	391.308	125.500
MMP8	11.328	10.569	8.870
MMP9	388.467	743.061	116.420
MMRN1	16.256	24.223	38.940
MMRN2	77.307	132.829	56.753
MMS19	432.622	311.268	238.620
MN1	64.333	169.248	82.040
MNAT1	103.944	150.570	52.860
MND1	12.911	21.353	44.980
MNDA	237.456	438.797	189.300
MNS1	21.033	38.216	56.380
MNT	219.594	238.208	216.870
MNX1	55.178	46.573	43.800
MOAP1	373.722	507.013	260.840
MOB2	195.011	227.957	180.840
MOBKL1A	294.267	325.732	290.620
MOBKL1B	364.164	530.508	690.895
MOBKL2A	242.844	225.473	165.600
MOBKL2B	110.222	183.004	59.635
MOBKL2C	99.706	95.725	102.630
MOBKL3	553.328	615.410	332.040
MOBP	16.425	14.850	10.855
MOCOS	38.822	98.012	45.030
MOCS1	34.900	53.157	72.040
MOCS2	68.300	89.658	76.100
MOCS3	38.000	44.079	35.620
MOG	18.372	16.219	18.080
MOGAT1	59.167	125.799	43.540
MOGAT2	29.950	49.729	43.880
MOGAT3	13.367	12.814	10.520
MOGS	145.144	135.604	92.360
MON1A	84.444	81.162	73.720
MON1B	202.563	246.343	205.380
MON2	272.700	174.349	111.380
MOP-1	8.289	8.008	13.180
MORC1	7.944	7.720	6.860
MORC2	203.094	168.482	101.770
MORC3	203.733	248.306	139.100
MORC4	232.211	356.376	232.500
MORF4 /// MORF4L1	941.511	1087.410	549.640
MORF4L1	2878.594	3300.620	1422.660
MORF4L2	1163.881	1112.001	705.713
MORN1	48.772	43.299	78.940
MORN2	34.544	88.586	62.770
MORN3	48.600	63.338	224.000
MORN4	47.733	53.318	57.620
MORN5	21.178	18.567	24.140
MOS	18.044	16.997	16.380
MOSC1	106.067	136.165	58.200
MOSC2	52.289	87.447	87.153
MOSPD1	99.811	259.739	92.210
MOSPD2	126.750	237.304	85.810
MOSPD3	188.456	140.249	166.320
MOV10	82.278	69.883	123.800
MOV10L1	24.933	23.613	17.780
MOXD1	134.674	180.374	120.800
MPDU1	120.528	138.306	118.040
MPDZ	120.622	169.239	47.940
MPEG1	384.928	594.292	268.490
MPG	260.144	263.272	175.800
MPHOSPH10	363.044	462.242	260.520
MPHOSPH6	365.317	406.170	237.040
MPHOSPH8	297.124	245.100	407.308
MPHOSPH9	31.391	42.463	23.336
MPI	48.089	70.534	39.820
MPL	16.144	17.822	14.453
MPND	88.333	136.876	69.460
MPO	20.800	21.483	21.010
MPP1	179.444	272.566	111.140
MPP2	49.661	46.203	32.540
MPP3	44.567	36.999	17.220
MPP4	12.261	12.049	13.120
MPP5	84.493	154.060	78.493
MPP6	20.233	34.249	30.540
MPP7	83.181	89.207	118.955
MPPE1	311.830	277.016	200.327
MPPED1	58.367	48.125	34.280
MPPED2	17.039	24.573	15.230
MPRIP	291.851	192.040	190.178
MPST	252.422	271.289	180.460
MPV17	177.778	247.589	245.400
MPV17L	192.544	205.257	391.360
MPV17L2	70.789	77.545	78.080
MPZ	51.433	114.754	236.000
MPZL1	210.424	212.392	318.987
MPZL2	104.081	148.666	116.440
MPZL3	124.222	192.369	127.293
MR1	63.533	88.646	57.793
MRAP	30.163	51.591	46.313
MRAP2	40.711	62.102	31.460
MRAS	104.944	96.893	97.200
MRC1 /// MRC1L1	1536.611	1171.920	276.700
MRC2	588.828	504.322	443.320
MRE11A	51.481	38.179	62.033
MREG	237.328	505.589	187.460
MRFAP1	3963.333	3558.771	3347.440
MRFAP1L1	597.289	768.361	805.580
MRGPRF	292.544	333.175	78.520
MRGPRX1	13.544	12.761	15.380
MRGPRX2	23.000	24.951	28.920
MRGPRX3	11.644	11.224	9.420
MRGPRX4	22.567	17.330	15.420
MRI1	384.661	373.838	230.660
MRM1	67.189	77.977	40.580
MRO	17.419	20.787	17.067
MRP63	797.493	904.240	628.360
MRPL1	413.856	418.289	150.680
MRPL10	276.967	297.867	256.080
MRPL11	300.811	363.890	219.860
MRPL12	171.672	233.308	109.020
MRPL13	291.878	422.111	269.740
MRPL14	562.233	720.860	667.560
MRPL15	525.956	968.458	433.040
MRPL16	485.511	593.982	375.400
MRPL17	401.856	427.741	206.820
MRPL18	747.311	861.555	910.100
MRPL19	66.396	106.476	174.147
MRPL2	130.294	167.830	94.170
MRPL20	621.333	518.539	597.007
MRPL21	416.578	566.751	310.460
MRPL22	382.667	492.826	312.900
MRPL23	273.828	274.691	133.270
MRPL24	694.944	807.122	501.680
MRPL27	686.500	807.457	328.940
MRPL28	256.367	249.282	296.400
MRPL3	1537.711	1521.216	636.600
MRPL30	310.385	421.056	458.947
MRPL32	693.300	561.775	308.240
MRPL33	928.111	1382.995	1030.780
MRPL34	392.722	506.506	196.680
MRPL35	144.963	196.013	144.687
MRPL36	1087.922	1673.388	1245.740
MRPL37	529.556	539.146	445.160
MRPL38	128.506	95.904	136.050
MRPL39	153.200	238.994	228.640
MRPL4	164.915	189.312	142.067
MRPL40	382.044	501.919	401.960
MRPL41	166.344	180.877	341.724
MRPL42	239.861	396.439	256.990
MRPL43	216.415	282.214	234.087
MRPL44	59.322	101.072	220.650
MRPL45	333.689	361.523	261.540
MRPL46	275.933	416.403	230.960
MRPL47	566.589	636.270	393.490
MRPL48	240.422	260.941	198.260
MRPL49	561.644	806.349	395.740
MRPL50	72.811	109.458	149.427
MRPL51	1359.822	1215.403	1937.420
MRPL51 /// SPTLC1	275.411	242.671	543.960
MRPL52	224.300	386.087	825.790
MRPL54	556.878	559.574	487.380
MRPL55	137.783	151.106	246.470
MRPL9	584.206	547.600	451.300
MRPS10	289.570	472.529	266.567
MRPS11	157.061	218.157	133.000
MRPS12	137.517	207.415	168.565
MRPS14	238.156	364.618	247.850
MRPS15	438.639	561.527	526.110
MRPS16	218.861	223.223	247.140
MRPS17 /// ZNF713	270.511	456.358	192.200
MRPS18A	199.017	291.478	249.930
MRPS18B	492.494	569.348	659.990
MRPS18C	232.085	268.799	127.827
MRPS2	168.289	279.097	220.420
MRPS21	1120.444	961.082	1229.240
MRPS22	587.667	814.245	485.140
MRPS23	293.400	438.729	416.120
MRPS24	1492.967	2190.837	1232.320
MRPS25	139.496	193.554	230.247
MRPS26	177.239	216.814	292.780
MRPS27	414.133	586.621	455.680
MRPS28	378.833	656.250	373.520
MRPS30	180.700	400.273	389.460
MRPS31	234.352	256.700	159.013
MRPS33	601.089	849.365	691.960
MRPS34	300.678	371.931	258.640
MRPS35	762.256	996.287	230.560
MRPS36	298.011	587.098	410.640
MRPS5	171.108	138.455	108.300
MRPS6	790.778	874.481	615.200
MRPS7	340.189	399.900	277.240
MRPS9	288.800	319.512	176.320
MRRF	196.189	170.494	204.480
MRS2	51.015	64.790	62.173
MRTO4	208.900	244.164	97.190
MRVI1	154.741	125.398	39.287
MS4A1	26.425	19.847	13.430
MS4A12	12.011	11.563	13.020
MS4A14	24.167	35.050	18.240
MS4A15	13.800	12.879	14.640
MS4A2	32.756	29.753	31.930
MS4A3	11.028	10.328	9.380
MS4A4A	109.544	318.552	103.633
MS4A5	19.333	21.435	11.120
MS4A6A	411.494	467.972	79.800
MS4A6E	13.589	13.900	10.620
MS4A7	157.033	453.967	55.253
MS4A8B	29.300	27.418	15.940
MSC	42.944	40.456	48.060
MSH2	115.800	178.894	75.180
MSH3	70.007	82.936	103.840
MSH4	11.456	9.913	8.860
MSH6	205.872	144.163	94.415
MSI1	20.633	15.122	35.540
MSI2	53.918	44.541	101.532
MSL1	407.444	401.698	300.060
MSL2	179.600	318.488	188.620
MSL3	175.028	164.827	57.210
MSLN	15.744	13.861	23.780
MSMB	54.650	64.956	194.570
MSN	2638.644	2451.166	1363.300
MSR1	18.403	36.638	31.405
MSRA	256.322	398.183	82.860
MSRB2	136.156	223.185	60.753
MSRB3	157.262	244.535	172.716
MST1	140.872	122.419	144.400
MST1 /// MST1P2 /// MST1P9	10.233	10.365	9.440
MST1P9	55.494	46.780	67.860
MST1R	98.278	74.721	78.840
MST4	92.172	97.426	107.720
MSTN	8.289	7.986	7.480
MSTO1	204.244	181.350	168.640
MSTO1 /// MSTO2P	123.344	82.303	158.910
MSX1	80.656	144.584	69.800
MSX2	18.441	26.064	56.633
MT1E	2691.333	3165.004	2266.840
MT1F	779.072	1025.334	756.640
MT1G	652.900	922.046	790.260
MT1H	2533.300	3686.995	2227.560
MT1M	643.244	822.630	278.660
MT1P2	2739.400	3633.663	1638.400
MT1X	3025.394	4376.067	3066.630
MT2A	4361.433	5795.306	4039.140
MT3	46.933	51.788	108.360
MT4	91.356	109.533	245.060
MTA1	153.872	207.247	181.490
MTA2	27.000	78.733	53.340
MTA3	102.533	112.789	80.510
MTAP	29.283	40.989	45.570
MTBP	11.575	10.467	13.350
MTCH1	2975.356	2749.517	2407.760
MTCH2	540.661	579.817	273.890
MTCP1	18.167	16.941	9.520
MTCP1 /// MTCP1NB	16.378	16.878	17.620
MTCP1NB	375.606	597.991	197.900
MTDH	623.078	776.870	350.816
MTERF	49.922	47.348	113.660
MTERFD1	313.256	276.879	124.620
MTERFD2	108.911	146.662	123.075
MTERFD3	85.822	93.869	72.130
MTF1	222.696	255.856	188.533
MTF2	185.998	141.335	60.564
MTFMT	29.533	84.227	89.860
MTFP1	141.778	100.240	124.440
MTFR1	72.678	125.531	61.333
MTG1	182.844	184.528	100.880
MTHFD1	453.633	536.794	192.340
MTHFD1L	57.731	67.894	26.370
MTHFD2	344.378	446.724	142.010
MTHFD2L	20.316	37.684	30.563
MTHFR	110.411	98.672	55.452
MTHFS	165.878	166.863	112.280
MTHFSD	25.641	28.314	32.987
MTIF2	390.122	442.279	293.420
MTIF3	238.872	292.112	217.500
MTL5	14.839	15.683	16.440
MTM1	37.783	39.574	54.830
MTMR1	324.792	285.723	213.510
MTMR10	148.933	119.849	102.940
MTMR11	100.100	131.082	110.390
MTMR12	217.239	386.177	289.810
MTMR14	157.839	127.679	65.650
MTMR15	44.600	34.432	70.880
MTMR2	126.489	183.908	95.613
MTMR3	105.817	138.552	174.565
MTMR4	315.272	290.471	186.590
MTMR6	225.378	191.539	68.900
MTMR7	10.004	9.585	13.453
MTMR8	28.200	20.614	18.090
MTMR9	183.193	195.413	75.273
MTMR9L	22.022	22.127	24.060
MTMR9LP	100.067	84.957	77.460
MTNR1A	15.944	14.358	16.040
MTNR1B	21.622	17.522	14.600
MTO1	176.418	209.369	93.016
MTOR	42.344	44.138	47.010
MTPAP	250.194	291.362	167.485
MTPN	20.844	38.484	1392.100
MTR	220.317	231.205	108.980
